STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2018,,27.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2019,,28.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2020,,29.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2021,,28.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2022,,29.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2023,,29.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,AT34,Vorarlberg,2024,,30.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,,41.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,,43.5,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,,43.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,,44.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,,46.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,,47.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,,47.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,,49.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2021,,52.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2022,,53.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2023,,53.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2024,,53.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2013,,35.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2014,,38.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2015,,37.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2016,,34.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2017,,38.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2018,,40.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2019,,40.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2020,,41.0,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2021,,43.5,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2022,,47.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2023,,46.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE21,Prov. Antwerpen,2024,,46.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2013,,28.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2014,,31.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2015,,32.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2016,,32.9,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2017,,35.4,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2018,,35.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2019,,36.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2020,,37.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2021,,39.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2022,,43.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2023,,42.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE22,Prov. Limburg (BE),2024,,38.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2013,,37.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2014,,36.7,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2015,,37.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2016,,39.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2017,,42.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2018,,42.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2019,,41.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2020,,44.1,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2021,,50.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2022,,49.6,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2023,,46.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE23,Prov. Oost-Vlaanderen,2024,,48.5,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2013,,44.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2014,,45.8,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2015,,44.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2016,,47.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2017,,50.7,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2018,,48.7,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2019,,49.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2020,,51.4,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2021,,53.2,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2022,,51.6,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2023,,50.0,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE24,Prov. Vlaams-Brabant,2024,,51.0,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2013,,32.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2014,,33.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2015,,32.8,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2016,,35.2,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2017,,37.4,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2018,,37.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2019,,37.3,,,,,
dataflow,ESTAT:TGS00109(1.0),Persons aged 25-64 with tertiary educational attainment level by sex and NUTS 2 region,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,T,Total,BE25,Prov. West-Vlaanderen,2020,,38.7,,,,,
