STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE21,Prov. Antwerpen,2020,,67.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE21,Prov. Antwerpen,2021,,67.7,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE21,Prov. Antwerpen,2022,,70.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE21,Prov. Antwerpen,2023,,70.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE21,Prov. Antwerpen,2024,,70.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2013,,64.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2014,,64.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2015,,63.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2016,,64.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2017,,67.1,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2018,,67.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2019,,68.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2020,,67.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2021,,68.4,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2022,,70.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2023,,71.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE22,Prov. Limburg (BE),2024,,70.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2013,,68.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2014,,68.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2015,,67.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2016,,68.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2017,,68.1,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2018,,70.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2019,,71.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2020,,71.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2021,,73.9,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2022,,74.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2023,,73.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE23,Prov. Oost-Vlaanderen,2024,,73.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2013,,67.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2014,,67.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2015,,67.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2016,,67.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2017,,67.9,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2018,,69.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2019,,70.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2020,,68.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2021,,67.8,,bu,"break in time series, low reliability",,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2022,,67.7,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2023,,67.3,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE24,Prov. Vlaams-Brabant,2024,,68.1,,u,low reliability,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2013,,67.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2014,,67.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2015,,68.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2016,,68.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2017,,70.0,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2018,,71.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2019,,72.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2020,,71.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2021,,71.9,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2022,,72.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2023,,73.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE25,Prov. West-Vlaanderen,2024,,73.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2013,,62.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2014,,62.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2015,,62.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2016,,62.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2017,,64.5,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2018,,64.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2019,,65.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2020,,64.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2021,,65.7,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2022,,68.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2023,,68.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE31,Prov. Brabant wallon,2024,,67.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2013,,53.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2014,,52.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2015,,53.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2016,,54.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2017,,54.3,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2018,,54.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2019,,55.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2020,,55.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2021,,55.9,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2022,,55.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2023,,57.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE32,Prov. Hainaut,2024,,58.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2013,,57.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2014,,55.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2015,,55.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2016,,56.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2017,,56.1,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2018,,57.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2019,,59.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2020,,59.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2021,,59.7,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2022,,59.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2023,,57.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE33,Prov. Liège,2024,,59.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2013,,63.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2014,,62.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2015,,61.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2016,,62.2,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2017,,64.4,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2018,,64.5,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2019,,65.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2020,,65.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2021,,66.6,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2022,,67.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2023,,65.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE34,Prov. Luxembourg (BE),2024,,66.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2013,,57.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2014,,60.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2015,,57.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2016,,58.4,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2017,,60.9,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2018,,61.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2019,,60.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2020,,61.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2021,,60.7,,b,break in time series,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2022,,61.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2023,,62.3,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BE35,Prov. Namur,2024,,64.7,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2013,,54.6,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2014,,55.0,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2015,,56.1,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2016,,54.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2017,,57.9,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2018,,58.8,,,,,
dataflow,ESTAT:TGS00007(1.0),Employment rate (persons aged 15-64) by NUTS 2 region,A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,BG31,Severozapaden,2019,,60.2,,b,break in time series,,
